ID Keluhan,Tanggal Masuk,Keluhan,Dinas Terkait,Topik Keluhan,keluhan_clean,topik_clean,teks_gabungan,is_spam,prioritas
1067,37 Februari 2023,Asdf qwerty test coba 123,Kominfo,Testing/Acak,asdf qwerty test coba,testingacak,testingacak asdf qwerty test coba,1,Spam
1068,38 Februari 2023,Naik followers instan dengan 1 klik,Kominfo,Sosial Media,naik followers instan dengan klik,sosial media,sosial media naik followers instan dengan klik,0,Sedang
1069,39 Februari 2023,Bo murah chat dewasa tersedia,Kominfo,Dewasa/Ilegal,bo murah chat dewasa tersedia,dewasailegal,dewasailegal bo murah chat dewasa tersedia,0,Sedang
1070,40 Februari 2023,Robot trading cepat cari profit besar,Kominfo,Finansial,robot trading cepat cari profit besar,finansial,finansial robot trading cepat cari profit besar,0,Sedang
1071,41 Februari 2023,Klaim voucher belanja sebelum habis,Kominfo,Promo,klaim voucher belanja sebelum habis,promo,promo klaim voucher belanja sebelum habis,1,Spam
1072,42 Februari 2023,Slot online maxwin jackpot JPM,Kominfo,Judi,slot online maxwin jackpot jpm,judi,judi slot online maxwin jackpot jpm,1,Spam
1073,43 Februari 2023,Test input zacvaxvc asdf,Kominfo,Testing/Acak,test input zacvaxvc asdf,testingacak,testingacak test input zacvaxvc asdf,1,Spam
1074,44 Februari 2023,Dapatkan hadiah menarik sekarang juga,Kominfo,Penipuan,dapatkan hadiah menarik sekarang juga,penipuan,penipuan dapatkan hadiah menarik sekarang juga,1,Spam
1075,45 Februari 2023,Promo beli 1 gratis 1 hari ini saja,Kominfo,Promo,promo beli gratis hari ini saja,promo,promo promo beli gratis hari ini saja,1,Spam
1076,46 Februari 2023,Klik link untuk verifikasi akun dan klaim hadiah,Kominfo,Penipuan,klik link untuk verifikasi akun dan klaim hadiah,penipuan,penipuan klik link untuk verifikasi akun dan klaim hadiah,1,Spam
1077,47 Februari 2023,Obat kuat pria dewasa beli sekarang,Kominfo,Dewasa/Ilegal,obat kuat pria dewasa beli sekarang,dewasailegal,dewasailegal obat kuat pria dewasa beli sekarang,0,Sedang
1078,48 Februari 2023,Investasi legal cepat kaya tanpa modal,Kominfo,Finansial,investasi legal cepat kaya tanpa modal,finansial,finansial investasi legal cepat kaya tanpa modal,1,Spam
1079,49 Februari 2023,Jackpot slot online menanti Anda,Kominfo,Judi,jackpot slot online menanti anda,judi,judi jackpot slot online menanti anda,1,Spam
1080,50 Februari 2023,Test coba 123 qwerty asdf,Kominfo,Testing/Acak,test coba qwerty asdf,testingacak,testingacak test coba qwerty asdf,1,Spam
1081,51 Februari 2023,Voucher gratis untuk pelanggan baru,Kominfo,Promo,voucher gratis untuk pelanggan baru,promo,promo voucher gratis untuk pelanggan baru,1,Spam
1082,52 Februari 2023,Robot trading Binomo menghasilkan profit,Kominfo,Finansial,robot trading binomo menghasilkan profit,finansial,finansial robot trading binomo menghasilkan profit,1,Spam
1083,53 Februari 2023,Situs judi poker online terpercaya,Kominfo,Judi,situs judi poker online terpercaya,judi,judi situs judi poker online terpercaya,1,Spam
1084,54 Februari 2023,Klik link klaim hadiah instan,Kominfo,Penipuan,klik link klaim hadiah instan,penipuan,penipuan klik link klaim hadiah instan,1,Spam
1085,55 Februari 2023,Obat herbal pelangsing aman dan cepat,Kominfo,Kesehatan/Penipuan,obat herbal pelangsing aman dan cepat,kesehatanpenipuan,kesehatanpenipuan obat herbal pelangsing aman dan cepat,0,Tinggi
1086,56 Februari 2023,Gratis konsultasi kesehatan online,Kominfo,Promo,gratis konsultasi kesehatan online,promo,promo gratis konsultasi kesehatan online,1,Spam
1087,57 Februari 2023,Testing 123 coba asdf qwerty,Kominfo,Testing/Acak,testing coba asdf qwerty,testingacak,testingacak testing coba asdf qwerty,1,Spam
1088,58 Februari 2023,Auto like dan followers naik cepat,Kominfo,Sosial Media,auto like dan followers naik cepat,sosial media,sosial media auto like dan followers naik cepat,0,Sedang
1089,59 Februari 2023,Chat dewasa tersedia sekarang,Kominfo,Dewasa/Ilegal,chat dewasa tersedia sekarang,dewasailegal,dewasailegal chat dewasa tersedia sekarang,0,Sedang
1090,60 Februari 2023,Investasi binary option cepat profit,Kominfo,Finansial,investasi binary option cepat profit,finansial,finansial investasi binary option cepat profit,1,Spam
1091,61 Februari 2023,Klaim voucher belanja 500 ribu,Kominfo,Promo,klaim voucher belanja ribu,promo,promo klaim voucher belanja ribu,1,Spam
1092,62 Februari 2023,Jackpot maxwin slot online menanti,Kominfo,Judi,jackpot maxwin slot online menanti,judi,judi jackpot maxwin slot online menanti,1,Spam
1093,63 Februari 2023,Test input input qwerty,Kominfo,Testing/Acak,test input input qwerty,testingacak,testingacak test input input qwerty,1,Spam
1094,64 Februari 2023,Dapatkan hadiah gratis hari ini,Kominfo,Penipuan,dapatkan hadiah gratis hari ini,penipuan,penipuan dapatkan hadiah gratis hari ini,1,Spam
1095,65 Februari 2023,Promo beli 2 gratis 1,Kominfo,Promo,promo beli gratis,promo,promo promo beli gratis,1,Spam
1096,66 Februari 2023,Klik tautan untuk klaim reward,Kominfo,Penipuan,klik tautan untuk klaim reward,penipuan,penipuan klik tautan untuk klaim reward,0,Sedang
1097,67 Februari 2023,Obat kuat pria dewasa beli cepat,Kominfo,Dewasa/Ilegal,obat kuat pria dewasa beli cepat,dewasailegal,dewasailegal obat kuat pria dewasa beli cepat,0,Sedang
1098,68 Februari 2023,Robot trading menghasilkan profit instan,Kominfo,Finansial,robot trading menghasilkan profit instan,finansial,finansial robot trading menghasilkan profit instan,0,Sedang
1099,69 Februari 2023,Situs judi slot gacor siap menang,Kominfo,Judi,situs judi slot gacor siap menang,judi,judi situs judi slot gacor siap menang,1,Spam
1100,70 Februari 2023,Test input 123 asdf qwerty,Kominfo,Testing/Acak,test input asdf qwerty,testingacak,testingacak test input asdf qwerty,1,Spam
1101,71 Februari 2023,"Undian berhadiah iPhone terbaru, klik sekarang",Kominfo,Penipuan,undian berhadiah iphone terbaru klik sekarang,penipuan,penipuan undian berhadiah iphone terbaru klik sekarang,1,Spam
1102,72 Februari 2023,Dapatkan diskon tiket pesawat hari ini,Kominfo,Promo,dapatkan diskon tiket pesawat hari ini,promo,promo dapatkan diskon tiket pesawat hari ini,1,Spam
1103,73 Februari 2023,Trading forex aman dan terpercaya,Kominfo,Finansial,trading forex aman dan terpercaya,finansial,finansial trading forex aman dan terpercaya,0,Sedang
1104,74 Februari 2023,Situs taruhan bola online terpopuler,Kominfo,Judi,situs taruhan bola online terpopuler,judi,judi situs taruhan bola online terpopuler,1,Spam
1105,75 Februari 2023,Test abc 456 xyz,Kominfo,Testing/Acak,test abc xyz,testingacak,testingacak test abc xyz,1,Spam
1106,76 Februari 2023,Jual beli akun sosial media terverifikasi,Kominfo,Sosial Media,jual beli akun sosial media terverifikasi,sosial media,sosial media jual beli akun sosial media terverifikasi,0,Sedang
1107,77 Februari 2023,Konsultasi masalah kulit gratis,Kominfo,Kesehatan/Penipuan,konsultasi masalah kulit gratis,kesehatanpenipuan,kesehatanpenipuan konsultasi masalah kulit gratis,1,Spam
1108,78 Februari 2023,"Diskon 50% produk elektronik, stok terbatas",Kominfo,Promo,diskon produk elektronik stok terbatas,promo,promo diskon produk elektronik stok terbatas,1,Spam
1109,79 Februari 2023,Robot AI trading otomatis profit setiap jam,Kominfo,Finansial,robot ai trading otomatis profit setiap jam,finansial,finansial robot ai trading otomatis profit setiap jam,0,Sedang
1110,80 Februari 2023,Slot online bonus deposit besar,Kominfo,Judi,slot online bonus deposit besar,judi,judi slot online bonus deposit besar,1,Spam
1111,81 Februari 2023,Klaim hadiah uang tunai tanpa syarat,Kominfo,Penipuan,klaim hadiah uang tunai tanpa syarat,penipuan,penipuan klaim hadiah uang tunai tanpa syarat,1,Spam
1112,82 Februari 2023,"Promo akhir pekan, beli 3 gratis 1",Kominfo,Promo,promo akhir pekan beli gratis,promo,promo promo akhir pekan beli gratis,1,Spam
1113,83 Februari 2023,Test input 789 lmn,Kominfo,Testing/Acak,test input lmn,testingacak,testingacak test input lmn,1,Spam
1114,84 Februari 2023,Dapatkan ribuan followers TikTok gratis,Kominfo,Sosial Media,dapatkan ribuan followers tiktok gratis,sosial media,sosial media dapatkan ribuan followers tiktok gratis,1,Spam
1115,85 Februari 2023,Layanan streaming konten dewasa eksklusif,Kominfo,Dewasa/Ilegal,layanan streaming konten dewasa eksklusif,dewasailegal,dewasailegal layanan streaming konten dewasa eksklusif,0,Sedang
1116,86 Februari 2023,Investasi kripto dengan jaminan profit 200%,Kominfo,Finansial,investasi kripto dengan jaminan profit,finansial,finansial investasi kripto dengan jaminan profit,1,Spam
1117,87 Februari 2023,Poker online deposit termurah,Kominfo,Judi,poker online deposit termurah,judi,judi poker online deposit termurah,1,Spam
1118,88 Februari 2023,"Pemenang undian nasional, segera konfirmasi data Anda",Kominfo,Penipuan,pemenang undian nasional segera konfirmasi data anda,penipuan,penipuan pemenang undian nasional segera konfirmasi data anda,0,Sedang
1119,89 Februari 2023,"Diskon spesial hari ini, jangan sampai kehabisan",Kominfo,Promo,diskon spesial hari ini jangan sampai kehabisan,promo,promo diskon spesial hari ini jangan sampai kehabisan,1,Spam
1120,90 Februari 2023,Test zxcv 321 asdf,Kominfo,Testing/Acak,test zxcv asdf,testingacak,testingacak test zxcv asdf,1,Spam
1121,91 Februari 2023,Jasa penambah like dan view YouTube,Kominfo,Sosial Media,jasa penambah like dan view youtube,sosial media,sosial media jasa penambah like dan view youtube,0,Sedang
1122,92 Februari 2023,Obat pelangsing terbukti cepat dan aman,Kominfo,Kesehatan/Penipuan,obat pelangsing terbukti cepat dan aman,kesehatanpenipuan,kesehatanpenipuan obat pelangsing terbukti cepat dan aman,0,Tinggi
1123,93 Februari 2023,Trading harian dengan bot trading terbaik,Kominfo,Finansial,trading harian dengan bot trading terbaik,finansial,finansial trading harian dengan bot trading terbaik,0,Sedang
1124,94 Februari 2023,Situs judi tembak ikan online terlaris,Kominfo,Judi,situs judi tembak ikan online terlaris,judi,judi situs judi tembak ikan online terlaris,1,Spam
1125,95 Februari 2023,Klaim E-Voucher Belanja senilai 1 juta,Kominfo,Penipuan,klaim evoucher belanja senilai juta,penipuan,penipuan klaim evoucher belanja senilai juta,1,Spam
1126,96 Februari 2023,Gratis biaya pengiriman untuk semua pesanan,Kominfo,Promo,gratis biaya pengiriman untuk semua pesanan,promo,promo gratis biaya pengiriman untuk semua pesanan,1,Spam
1127,97 Februari 2023,Test input qwer 456,Kominfo,Testing/Acak,test input qwer,testingacak,testingacak test input qwer,1,Spam
1128,98 Februari 2023,Jual beli data pribadi aman dan terenkripsi,Kominfo,Dewasa/Ilegal,jual beli data pribadi aman dan terenkripsi,dewasailegal,dewasailegal jual beli data pribadi aman dan terenkripsi,0,Sedang
1129,99 Februari 2023,Dapatkan ratusan ribu followers Instagram gratis,Kominfo,Sosial Media,dapatkan ratusan ribu followers instagram gratis,sosial media,sosial media dapatkan ratusan ribu followers instagram gratis,1,Spam
1130,100 Februari 2023,Investasi emas digital cepat kaya,Kominfo,Finansial,investasi emas digital cepat kaya,finansial,finansial investasi emas digital cepat kaya,1,Spam
1131,101 Februari 2023,Slot online dengan bonus rollingan besar,Kominfo,Judi,slot online dengan bonus rollingan besar,judi,judi slot online dengan bonus rollingan besar,1,Spam
1132,102 Februari 2023,Segera perbarui data rekening bank Anda sebelum diblokir,Kominfo,Penipuan,segera perbarui data rekening bank anda sebelum diblokir,penipuan,penipuan segera perbarui data rekening bank anda sebelum diblokir,0,Sedang
1133,103 Februari 2023,Promo cashback 50% hari ini,Kominfo,Promo,promo cashback hari ini,promo,promo promo cashback hari ini,1,Spam
1134,104 Februari 2023,Test 7890 klmn,Kominfo,Testing/Acak,test klmn,testingacak,testingacak test klmn,1,Spam
1135,105 Februari 2023,Video eksklusif konten dewasa terbaru,Kominfo,Dewasa/Ilegal,video eksklusif konten dewasa terbaru,dewasailegal,dewasailegal video eksklusif konten dewasa terbaru,0,Sedang
1136,106 Februari 2023,Jasa suntik like dan comment di Facebook,Kominfo,Sosial Media,jasa suntik like dan comment di facebook,sosial media,sosial media jasa suntik like dan comment di facebook,0,Sedang
1137,107 Februari 2023,Obat jerawat ampuh hasil 3 hari,Kominfo,Kesehatan/Penipuan,obat jerawat ampuh hasil hari,kesehatanpenipuan,kesehatanpenipuan obat jerawat ampuh hasil hari,0,Tinggi
1138,108 Februari 2023,Trading saham dengan modal kecil untung besar,Kominfo,Finansial,trading saham dengan modal kecil untung besar,finansial,finansial trading saham dengan modal kecil untung besar,0,Sedang
1139,109 Februari 2023,Situs bandar togel online terpercaya,Kominfo,Judi,situs bandar togel online terpercaya,judi,judi situs bandar togel online terpercaya,1,Spam
1140,110 Februari 2023,"Peringatan: Akun Anda akan dinonaktifkan, klik untuk verifikasi",Kominfo,Penipuan,peringatan akun anda akan dinonaktifkan klik untuk verifikasi,penipuan,penipuan peringatan akun anda akan dinonaktifkan klik untuk verifikasi,0,Sedang
1141,111 Februari 2023,Diskon harga barang elektronik 90%,Kominfo,Promo,diskon harga barang elektronik,promo,promo diskon harga barang elektronik,1,Spam
1142,112 Februari 2023,Test input asdfg 12345,Kominfo,Testing/Acak,test input asdfg,testingacak,testingacak test input asdfg,1,Spam
1143,113 Februari 2023,Jual beli saldo dompet digital ilegal,Kominfo,Dewasa/Ilegal,jual beli saldo dompet digital ilegal,dewasailegal,dewasailegal jual beli saldo dompet digital ilegal,0,Sedang
1144,114 Februari 2023,Beli followers Twitter real aktif,Kominfo,Sosial Media,beli followers twitter real aktif,sosial media,sosial media beli followers twitter real aktif,0,Sedang
1145,115 Februari 2023,Konsultasi masalah rambut rontok gratis,Kominfo,Kesehatan/Penipuan,konsultasi masalah rambut rontok gratis,kesehatanpenipuan,kesehatanpenipuan konsultasi masalah rambut rontok gratis,1,Spam
1146,116 Februari 2023,Trading valas otomatis untung 10 kali lipat,Kominfo,Finansial,trading valas otomatis untung kali lipat,finansial,finansial trading valas otomatis untung kali lipat,0,Sedang
1147,117 Februari 2023,Judi kasino online bonus new member,Kominfo,Judi,judi kasino online bonus new member,judi,judi judi kasino online bonus new member,1,Spam
1148,118 Februari 2023,"Anda memenangkan undian motor, hubungi segera",Kominfo,Penipuan,anda memenangkan undian motor hubungi segera,penipuan,penipuan anda memenangkan undian motor hubungi segera,0,Sedang
1149,119 Februari 2023,Voucher gratis ongkir tanpa batas,Kominfo,Promo,voucher gratis ongkir tanpa batas,promo,promo voucher gratis ongkir tanpa batas,1,Spam
1150,120 Februari 2023,Test 54321 lkjh,Kominfo,Testing/Acak,test lkjh,testingacak,testingacak test lkjh,1,Spam
1151,121 Februari 2023,Layanan kencan online rahasia dan aman,Kominfo,Dewasa/Ilegal,layanan kencan online rahasia dan aman,dewasailegal,dewasailegal layanan kencan online rahasia dan aman,0,Sedang
1152,122 Februari 2023,Tambah subscribers YouTube cepat dan permanen,Kominfo,Sosial Media,tambah subscribers youtube cepat dan permanen,sosial media,sosial media tambah subscribers youtube cepat dan permanen,0,Sedang
1153,123 Februari 2023,Investasi reksadana dengan profit instan,Kominfo,Finansial,investasi reksadana dengan profit instan,finansial,finansial investasi reksadana dengan profit instan,1,Spam
1154,124 Februari 2023,Slot online deposit pulsa tanpa potongan,Kominfo,Judi,slot online deposit pulsa tanpa potongan,judi,judi slot online deposit pulsa tanpa potongan,1,Spam
1155,125 Februari 2023,"Gratis paket data internet 100GB, klik di sini",Kominfo,Penipuan,gratis paket data internet gb klik di sini,penipuan,penipuan gratis paket data internet gb klik di sini,1,Spam
1156,126 Februari 2023,Promo beli 1 gratis 1 untuk makanan cepat saji,Kominfo,Promo,promo beli gratis untuk makanan cepat saji,promo,promo promo beli gratis untuk makanan cepat saji,1,Spam
1157,127 Februari 2023,Test input 67890 poiuy,Kominfo,Testing/Acak,test input poiuy,testingacak,testingacak test input poiuy,1,Spam
1158,128 Februari 2023,Jual beli akun game online dengan harga murah,Kominfo,Dewasa/Ilegal,jual beli akun game online dengan harga murah,dewasailegal,dewasailegal jual beli akun game online dengan harga murah,0,Sedang
1159,129 Februari 2023,Dapatkan 10 ribu like Instagram dalam 1 jam,Kominfo,Sosial Media,dapatkan ribu like instagram dalam jam,sosial media,sosial media dapatkan ribu like instagram dalam jam,0,Sedang
1160,130 Februari 2023,Obat peninggi badan terlaris dan terampuh,Kominfo,Kesehatan/Penipuan,obat peninggi badan terlaris dan terampuh,kesehatanpenipuan,kesehatanpenipuan obat peninggi badan terlaris dan terampuh,0,Tinggi
1161,131 Februari 2023,Robot trading menjamin profit setiap hari,Kominfo,Finansial,robot trading menjamin profit setiap hari,finansial,finansial robot trading menjamin profit setiap hari,0,Sedang
1162,132 Februari 2023,Situs judi dadu online terpercaya,Kominfo,Judi,situs judi dadu online terpercaya,judi,judi situs judi dadu online terpercaya,1,Spam
1163,133 Februari 2023,"Pemenang hadiah iPhone 14 Pro Max, klaim sekarang",Kominfo,Penipuan,pemenang hadiah iphone pro max klaim sekarang,penipuan,penipuan pemenang hadiah iphone pro max klaim sekarang,1,Spam
1164,134 Februari 2023,Diskon besar-besaran untuk peralatan rumah tangga,Kominfo,Promo,diskon besarbesaran untuk peralatan rumah tangga,promo,promo diskon besarbesaran untuk peralatan rumah tangga,1,Spam
1165,135 Februari 2023,Test coba 0000 zzz,Kominfo,Testing/Acak,test coba zzz,testingacak,testingacak test coba zzz,1,Spam
1166,136 Februari 2023,Tonton film dewasa terbaru tanpa sensor,Kominfo,Dewasa/Ilegal,tonton film dewasa terbaru tanpa sensor,dewasailegal,dewasailegal tonton film dewasa terbaru tanpa sensor,0,Sedang
1167,137 Februari 2023,Jasa penambah rating aplikasi di Play Store,Kominfo,Sosial Media,jasa penambah rating aplikasi di play store,sosial media,sosial media jasa penambah rating aplikasi di play store,0,Sedang
1168,138 Februari 2023,Investasi properti tanpa modal hasil miliaran,Kominfo,Finansial,investasi properti tanpa modal hasil miliaran,finansial,finansial investasi properti tanpa modal hasil miliaran,1,Spam
1169,139 Februari 2023,Poker online bonus deposit harian,Kominfo,Judi,poker online bonus deposit harian,judi,judi poker online bonus deposit harian,1,Spam
1170,140 Februari 2023,"Akun Anda terdeteksi aktivitas mencurigakan, segera login",Kominfo,Penipuan,akun anda terdeteksi aktivitas mencurigakan segera login,penipuan,penipuan akun anda terdeteksi aktivitas mencurigakan segera login,0,Sedang
